Text,Emotion,Sentiment
What an unfair day.,Anger,Negative
The lecture here is first class.,Joy,Positive
The package is compatible with Linux and iOS.,Neutral,Neutral
the latest version adds linux and dark mode,Neutral,Neutral
everything felt heartfelt,Joy,Positive
Standing tall today because we opened our own bakery.,Pride,Positive
It is a official website.,Neutral,Neutral
The restaurant was an absolute mess. 😤,Disappointment,Negative
my brother works in hr,Neutral,Neutral
"The resort was excellent, although the city centre was bad.",Ambivalence,Neutral
Standing tall today because I finished my degree.,Pride,Positive
what a wonderful day! the cake turned out perfect,Joy,Positive
I felt effective today.,Joy,Positive
Feeling intrigued today.,Curiosity,Neutral
"Anxiety is through the roof, I have to speak in front of two hundred people. 😡",Fear,Negative
I felt hateful today. #mood,Anger,Negative
she gave a talk about coffee farming on monday,Neutral,Neutral
The campsite made my day better. 😊,Joy,Positive
I'm never going back. The kitchen was crawling with cockroaches.,Disgust,Negative
The album was a waste of time and money.,Disappointment,Negative
Can't complain about the movie.,Joy,Positive
I can't believe how quick the receptionist was!,Joy,Positive
The next tram to Delhi departs at six o'clock.,Neutral,Neutral
The parking near the pool is free after six!!,Neutral,Neutral
Can't complain about the cashier.,Joy,Positive
I really hope the scholarship decision goes well.,Hope,Positive
"It wasn't amazing, sadly. #daily",Disappointment,Negative
Today I'm undecided.,Ambivalence,Neutral
What a discouraging day.,Disappointment,Negative
"Nothing fancy, just a comfy blanket and a good movie. Bliss!!",Contentment,Positive
So much appreciation for the volunteers who cleaned up our park.,Gratitude,Positive
The technician was flat.,Neutral,Neutral
I'm heading to Pune on Thursday. #weekend,Neutral,Neutral
the gym is closed on mondays,Neutral,Neutral
I wouldn't call the salad first class.,Disappointment,Negative
The play is located on the second floor.,Neutral,Neutral
"got the backpack yesterday, it was shipped from the local warehouse",Neutral,Neutral
Gross! The sandwich was covered in green mould.,Disgust,Negative
The workshop was really ordinary.,Ambivalence,Neutral
The service couldn't have been better.,Joy,Positive
I bought this toaster last week and it does not work as advertised. #life,Disappointment,Negative
I can't believe how brilliant the keyboard was! 😍,Joy,Positive
I'm so proud that my son graduated with honours!,Pride,Positive
I'm so alone about the hearing.,Loneliness,Negative
I can't believe how terrible the neighbourhood was.,Disappointment,Negative
I'm having breakfast with my colleagues tomorrow.,Neutral,Neutral
"So down today, the summer ended and everyone went home!!",Sadness,Negative
Been reading up on how the stock market works. #life,Curiosity,Neutral
The new hire fell apart.,Disappointment,Negative
Feeling hopeful about the economy next year. #monday,Hope,Positive
The manager here is unremarkable. #update,Ambivalence,Neutral
The deadline has been extended to next week.,Neutral,Neutral
Nobody makes my heart flutter like my partner.,Love,Positive
"My hands are shaking, I have a terrible feeling something is wrong.",Fear,Negative
That was so thrilling!,Excitement,Positive
Why is that?,Curiosity,Neutral
"Surprisingly, the tablet was not worthless at all!!!",Joy,Positive
Life is good. The new apartment turned out lovely.,Joy,Positive
"Grateful for everyone who helped, our startup closed its first funding round. #thoughts",Gratitude,Positive
"Just so you know, the shop is next to the post office.",Neutral,Neutral
"Part of me is excited about moving abroad, but part of me is dreading it.",Ambivalence,Neutral
the new schedule is posted on the notice board,Neutral,Neutral
"It's hard not having anyone around, spending another weekend with nobody to call.",Loneliness,Negative
I'm devastated that I got the sad news this morning.,Sadness,Negative
best burger i've had in years,Joy,Positive
announcement: the new policy applies to all employees,Neutral,Neutral
Honestly not fun.,Disappointment,Negative
Everything felt problematic.,Disappointment,Negative
I felt useful today.,Joy,Positive
That was so praising!,Joy,Positive
Can't express how proud I am that I ran the whole marathon.,Pride,Positive
I thought the cashier was absolutely professional!!,Joy,Positive
I'm positive about the visit.,Hope,Positive
Nothing feels better than a hug from my little sister. #monday,Love,Positive
"I can't sleep from anxiety, my heart was pounding after that scary noise. #news",Fear,Negative
I can't believe how atrocious the charger was.,Anger,Negative
Superb delivery and it arrived a day early and well packed.,Joy,Positive
The headset I ordered is listed on the second page!!,Neutral,Neutral
"Nothing to do, nowhere to be, just tending to my plants in the sunshine. So content.",Contentment,Positive
"Ugh, my exam went terribly. What a waste. 👎",Disappointment,Negative
"Feeling discouraged, our vacation was ruined by the weather!!",Disappointment,Negative
I moved to Berlin last year.,Neutral,Neutral
Can't believe how incompetent the manager turned out.,Anger,Negative
Everything felt frightening.,Fear,Negative
feeling conflicted today,Ambivalence,Neutral
"So mad right now, the airline lost my luggage and just shrugged.",Anger,Negative
It was considerate.,Joy,Positive
What a vexing day.,Anger,Negative
"If we keep trying, I know something good will come of it.",Hope,Positive
I cherish my husband so much. #update,Love,Positive
Our ending was standard.,Ambivalence,Neutral
"Honestly, do not buy",Disappointment,Negative
Eating cereal for dinner by myself. I feel so alone. 😡,Loneliness,Negative
"Honestly, the album was pretty powerful. #news",Joy,Positive
"Best day ever, the client loved our proposal! 👍",Joy,Positive
"Feeling broken, the old cafe closed for good.",Sadness,Negative
I felt elegant today.,Joy,Positive
That was so suspended! 👎,Disappointment,Negative
my new toaster fell apart in a week,Disappointment,Negative
My husband means the world to me.,Love,Positive
What a destructive day!!,Disappointment,Negative
My colleague was simply wonderful.,Joy,Positive
"The zipper broke immediately, so frustrating.",Disappointment,Negative
Sending a huge thank you to my neighbours for all your help this year.,Gratitude,Positive
not sure how to feel about retirement,Ambivalence,Neutral
"Perfectly relaxed, drinking hot chocolate under a blanket.",Contentment,Positive
The documentary was light.,Neutral,Neutral
The cafe was awesome.,Joy,Positive
"great cake, would buy again",Joy,Positive
"Not bad at all, would go again.",Joy,Positive
"Not undercooked, not impressive. The salad was just okay.",Ambivalence,Neutral
"Honestly, this is great",Joy,Positive
This whole thing is just outraged. 😤,Anger,Negative
Can't believe how delightful the show turned out. ❤️,Joy,Positive
That was so succeeding!!!,Joy,Positive
"Watching the snow fall through the window, feeling completely at peace.",Contentment,Positive
The resort has been updated.,Neutral,Neutral
Definitely intuitive: the tablet.,Joy,Positive
The waiter made my day smoother.,Joy,Positive
The cafe was lovely and full of life.,Joy,Positive
The resort was slow and full of delays.,Disappointment,Negative
I'm terrified because my son hasn't come home yet.,Fear,Negative
"This makes me so angry, my ex spread rumours about me!",Anger,Negative
Which day does the bakery close?,Curiosity,Neutral
Everything felt disheartening.,Disappointment,Negative
How dare they? My colleague took credit for my work!,Anger,Negative
It was pathetic!!,Disappointment,Negative
"Just so you know, the presentation is about twenty minutes long.",Neutral,Neutral
I really enjoyed the course. #news,Joy,Positive
The charger was oppressed. 😞,Disappointment,Negative
I built the shelf all by myself and I couldn't be happier.,Joy,Positive
This train station made everything simpler.,Joy,Positive
OMG the results came back all clear!!,Excitement,Positive
"Got the laptop yesterday, it is exactly what I needed.",Joy,Positive
I lost my job after ten years and I just feel numb. 😞,Sadness,Negative
the event was way better than i expected,Joy,Positive
What a violent day.,Disappointment,Negative
Everything felt lamenting.,Sadness,Negative
Update: the drone has been flawless so far.,Joy,Positive
the driver was pure magic,Joy,Positive
"Overall, the story was hilarious. #today",Joy,Positive
The show wasted my whole afternoon. 😡,Anger,Negative
The park was not perfect.,Disappointment,Negative
Everything feels empty since I said goodbye to my childhood home.,Sadness,Negative
"Honestly, pretty sinful. 😞",Disappointment,Negative
So sad about my presentation right now.,Sadness,Negative
"Yuck, I saw a rat in the restaurant.",Disgust,Negative
"terrible concert, never again",Disappointment,Negative
I thought the show was absolutely incredible.,Joy,Positive
She gave a talk about volcanoes on Monday.,Neutral,Neutral
"Not friendly at all, very underwhelming. 😡",Disappointment,Negative
the concert next friday is going to be epic,Excitement,Positive
It was impressed.,Joy,Positive
I'm terrified because there's a storm heading straight for us.,Fear,Negative
"Honestly, pretty superb. #daily",Joy,Positive
I can't believe how bad the tour was. #life,Disappointment,Negative
the play was poor but the show was touching,Ambivalence,Neutral
"Honestly, love it!",Joy,Positive
Ew. I found mould in the fridge. I can't unsee it. #daily,Disgust,Negative
This whole thing is just considerate.,Joy,Positive
"What a proud moment, my daughter made the team.",Pride,Positive
i picked up the parcel from the post office this morning,Neutral,Neutral
The gym is closed on Fridays.,Neutral,Neutral
"I can't believe it, they cancelled my order without telling me. Absolutely unacceptable!",Anger,Negative
Feeling undecided today.,Ambivalence,Neutral
The breakfast was unremarkable.,Ambivalence,Neutral
I felt devilish today.,Disappointment,Negative
Best meal I've had in years.,Joy,Positive
"The concert was unoriginal, though the soundtrack was brilliant.",Ambivalence,Neutral
I found the soundtrack to be fine.,Ambivalence,Neutral
I felt sympathetic today.,Joy,Positive
What time does the cafe open on Saturday?,Curiosity,Neutral
"Honestly, the park was pretty pathetic.",Anger,Negative
I'm honestly disappointed about the flight.,Disappointment,Negative
I felt depressed today. #mood,Sadness,Negative
